team,conference,week,role,penalty_type,total_penalties,total_yards,avg_yards_per_penalty,AP_rank,Coaches_rank
Arizona,Big 12,11,drawn,Delay of Game,1,5,5.0,NR,NR
Arizona,Big 12,11,drawn,Face Mask,1,3,3.0,NR,NR
Arizona,Big 12,11,drawn,Holding,1,10,10.0,NR,NR
Arizona,Big 12,11,drawn,Other / Unclassified,1,1,1.0,NR,NR
Arizona,Big 12,11,drawn,Unsportsmanlike Conduct,1,15,15.0,NR,NR
Arizona,Big 12,12,committed,False Start,1,5,5.0,NR,NR
Arizona,Big 12,12,committed,Holding,2,13,6.5,NR,NR
Arizona,Big 12,12,committed,Pass Interference,2,26,13.0,NR,NR
Arizona,Big 12,12,drawn,False Start,1,5,5.0,NR,NR
Arizona,Big 12,12,drawn,Other / Unclassified,2,44,22.0,NR,NR
Arizona,Big 12,12,drawn,Pass Interference,1,12,12.0,NR,NR
Arizona State,Big 12,1,committed,Delay of Game,3,15,5.0,NR,NR
Arizona State,Big 12,1,committed,False Start,2,10,5.0,NR,NR
Arizona State,Big 12,1,committed,Holding,4,22,5.5,NR,NR
Arizona State,Big 12,1,committed,Other / Unclassified,1,64,64.0,NR,NR
Arizona State,Big 12,1,committed,Pass Interference,1,15,15.0,NR,NR
Arizona State,Big 12,1,drawn,Delay of Game,1,5,5.0,NR,NR
Arizona State,Big 12,1,drawn,False Start,1,5,5.0,NR,NR
Arizona State,Big 12,1,drawn,Holding,1,10,10.0,NR,NR
Arizona State,Big 12,1,drawn,Other / Unclassified,2,14,7.0,NR,NR
Arizona State,Big 12,1,drawn,Personal Foul,1,8,8.0,NR,NR
Arizona State,Big 12,1,drawn,Roughing the Passer,1,0,0.0,NR,NR
Arizona State,Big 12,2,committed,Delay of Game,1,0,0.0,NR,NR
Arizona State,Big 12,2,committed,False Start,3,15,5.0,NR,NR
Arizona State,Big 12,2,committed,Holding,2,0,0.0,NR,NR
Arizona State,Big 12,2,committed,Pass Interference,1,0,0.0,NR,NR
Arizona State,Big 12,2,committed,Roughing,1,0,0.0,NR,NR
Arizona State,Big 12,2,drawn,False Start,2,0,0.0,NR,NR
Arizona State,Big 12,2,drawn,Holding,1,0,0.0,NR,NR
Arizona State,Big 12,2,drawn,Offside,2,10,5.0,NR,NR
Arizona State,Big 12,2,drawn,Personal Foul,1,15,15.0,NR,NR
Arizona State,Big 12,3,committed,Holding,2,12,6.0,NR,NR
Arizona State,Big 12,3,committed,Illegal Formation,1,3,3.0,NR,NR
Arizona State,Big 12,3,drawn,Holding,1,0,0.0,NR,NR
Arizona State,Big 12,3,drawn,Other / Unclassified,1,10,10.0,NR,NR
Arizona State,Big 12,4,committed,False Start,1,5,5.0,NR,NR
Arizona State,Big 12,4,committed,Holding,3,13,4.33,NR,NR
Arizona State,Big 12,4,committed,Illegal Formation,1,6,6.0,NR,NR
Arizona State,Big 12,4,committed,Offside,1,5,5.0,NR,NR
Arizona State,Big 12,4,committed,Other / Unclassified,1,0,0.0,NR,NR
Arizona State,Big 12,4,committed,Pass Interference,2,29,14.5,NR,NR
Arizona State,Big 12,4,committed,Personal Foul,2,15,7.5,NR,NR
Arizona State,Big 12,4,drawn,Holding,1,10,10.0,NR,NR
Arizona State,Big 12,4,drawn,Other / Unclassified,1,0,0.0,NR,NR
Arizona State,Big 12,4,drawn,Pass Interference,2,30,15.0,NR,NR
Arizona State,Big 12,5,committed,Delay of Game,1,5,5.0,NR,NR
Arizona State,Big 12,5,committed,False Start,2,6,3.0,NR,NR
Arizona State,Big 12,5,committed,Holding,2,26,13.0,NR,NR
Arizona State,Big 12,5,committed,Other / Unclassified,2,5,2.5,NR,NR
Arizona State,Big 12,5,committed,Pass Interference,2,17,8.5,NR,NR
Arizona State,Big 12,5,committed,Roughing the Passer,1,1,1.0,NR,NR
Arizona State,Big 12,5,drawn,Face Mask,1,15,15.0,NR,NR
Arizona State,Big 12,5,drawn,False Start,1,5,5.0,NR,NR
Arizona State,Big 12,5,drawn,Holding,1,20,20.0,NR,NR
Arizona State,Big 12,5,drawn,Offside,1,0,0.0,NR,NR
Arizona State,Big 12,5,drawn,Other / Unclassified,1,8,8.0,NR,NR
Arizona State,Big 12,5,drawn,Pass Interference,1,14,14.0,NR,NR
Arizona State,Big 12,7,committed,Delay of Game,1,0,0.0,NR,NR
Arizona State,Big 12,7,committed,False Start,1,0,0.0,NR,NR
Arizona State,Big 12,7,committed,Holding,3,0,0.0,NR,NR
Arizona State,Big 12,7,committed,Other / Unclassified,1,0,0.0,NR,NR
Arizona State,Big 12,7,committed,Pass Interference,2,0,0.0,NR,NR
Arizona State,Big 12,7,committed,Personal Foul,1,0,0.0,NR,NR
Arizona State,Big 12,7,drawn,Other / Unclassified,1,0,0.0,NR,NR
Arizona State,Big 12,7,drawn,Pass Interference,1,0,0.0,NR,NR
Arizona State,Big 12,7,drawn,Personal Foul,1,0,0.0,NR,NR
Arizona State,Big 12,8,committed,False Start,2,10,5.0,NR,NR
Arizona State,Big 12,8,committed,Offside,1,37,37.0,NR,NR
Arizona State,Big 12,8,committed,Other / Unclassified,1,5,5.0,NR,NR
Arizona State,Big 12,8,committed,Pass Interference,2,27,13.5,NR,NR
Arizona State,Big 12,8,committed,Roughing the Passer,1,2,2.0,NR,NR
Arizona State,Big 12,8,drawn,Face Mask,1,15,15.0,NR,NR
Arizona State,Big 12,8,drawn,False Start,2,10,5.0,NR,NR
Arizona State,Big 12,8,drawn,Holding,1,2,2.0,NR,NR
Arizona State,Big 12,9,committed,False Start,1,5,5.0,NR,NR
Arizona State,Big 12,9,committed,Holding,2,63,31.5,NR,NR
Arizona State,Big 12,9,committed,Other / Unclassified,2,25,12.5,NR,NR
Arizona State,Big 12,9,committed,Pass Interference,1,15,15.0,NR,NR
Arizona State,Big 12,9,drawn,False Start,5,25,5.0,NR,NR
Arizona State,Big 12,9,drawn,Holding,2,130,65.0,NR,NR
Arizona State,Big 12,9,drawn,Offside,1,0,0.0,NR,NR
Arizona State,Big 12,9,drawn,Other / Unclassified,2,71,35.5,NR,NR
Arizona State,Big 12,9,drawn,Pass Interference,2,8,4.0,NR,NR
Arizona State,Big 12,9,drawn,Targeting,1,6,6.0,NR,NR
Arizona State,Big 12,9,drawn,Unsportsmanlike Conduct,1,0,0.0,NR,NR
Arizona State,Big 12,10,committed,False Start,1,5,5.0,NR,NR
Arizona State,Big 12,10,committed,Holding,3,6,2.0,NR,NR
Arizona State,Big 12,10,committed,Other / Unclassified,2,65,32.5,NR,NR
Arizona State,Big 12,10,committed,Pass Interference,1,7,7.0,NR,NR
Arizona State,Big 12,10,committed,Personal Foul,1,15,15.0,NR,NR
Arizona State,Big 12,10,committed,Unsportsmanlike Conduct,1,9,9.0,NR,NR
Arizona State,Big 12,10,drawn,False Start,2,9,4.5,NR,NR
Arizona State,Big 12,10,drawn,Holding,3,127,42.33,NR,NR
Arizona State,Big 12,10,drawn,Pass Interference,3,39,13.0,NR,NR
Arizona State,Big 12,10,drawn,Personal Foul,1,21,21.0,NR,NR
Arizona State,Big 12,10,drawn,Roughing the Passer,1,7,7.0,NR,NR
Arizona State,Big 12,12,committed,Face Mask,1,4,4.0,NR,NR
Arizona State,Big 12,12,committed,False Start,1,5,5.0,NR,NR
Arizona State,Big 12,12,committed,Other / Unclassified,1,1,1.0,NR,NR
Arizona State,Big 12,12,committed,Roughing the Passer,1,15,15.0,NR,NR
Arizona State,Big 12,12,drawn,Face Mask,1,2,2.0,NR,NR
Arizona State,Big 12,12,drawn,Holding,3,58,19.33,NR,NR
Arizona State,Big 12,12,drawn,Offside,1,2,2.0,NR,NR
Arizona State,Big 12,12,drawn,Other / Unclassified,2,56,28.0,NR,NR
Arizona State,Big 12,12,drawn,Roughing the Passer,1,26,26.0,NR,NR
Arkansas,SEC,1,committed,False Start,2,10,5.0,NR,NR
Arkansas,SEC,1,committed,Holding,2,33,16.5,NR,NR
Arkansas,SEC,1,committed,Pass Interference,1,7,7.0,NR,NR
Arkansas,SEC,1,drawn,False Start,5,25,5.0,NR,NR
Arkansas,SEC,1,drawn,Offside,2,40,20.0,NR,NR
Arkansas,SEC,2,committed,Illegal Formation,1,6,6.0,NR,NR
Arkansas,SEC,2,committed,Illegal Motion,1,9,9.0,NR,NR
Arkansas,SEC,2,committed,Pass Interference,1,9,9.0,NR,NR
Arkansas,SEC,2,drawn,False Start,2,10,5.0,NR,NR
Arkansas,SEC,2,drawn,Holding,5,29,5.8,NR,NR
Arkansas,SEC,2,drawn,Other / Unclassified,2,0,0.0,NR,NR
Arkansas,SEC,2,drawn,Pass Interference,3,27,9.0,NR,NR
Arkansas,SEC,2,drawn,Personal Foul,2,36,18.0,NR,NR
Arkansas,SEC,3,committed,Holding,2,14,7.0,NR,NR
Arkansas,SEC,3,committed,Other / Unclassified,2,30,15.0,NR,NR
Arkansas,SEC,3,drawn,Delay of Game,1,5,5.0,NR,NR
Arkansas,SEC,3,drawn,Face Mask,1,15,15.0,NR,NR
Arkansas,SEC,3,drawn,False Start,1,1,1.0,NR,NR
Arkansas,SEC,3,drawn,Holding,3,29,9.67,NR,NR
Arkansas,SEC,3,drawn,Offside,1,2,2.0,NR,NR
Arkansas,SEC,3,drawn,Other / Unclassified,1,0,0.0,NR,NR
Arkansas,SEC,3,drawn,Pass Interference,2,23,11.5,NR,NR
Arkansas,SEC,4,committed,False Start,1,5,5.0,NR,NR
Arkansas,SEC,4,committed,Holding,2,20,10.0,NR,NR
Arkansas,SEC,4,committed,Offside,1,5,5.0,NR,NR
Arkansas,SEC,4,committed,Other / Unclassified,1,5,5.0,NR,NR
Arkansas,SEC,4,drawn,Delay of Game,1,5,5.0,NR,NR
Arkansas,SEC,4,drawn,False Start,1,5,5.0,NR,NR
Arkansas,SEC,4,drawn,Holding,1,10,10.0,NR,NR
Arkansas,SEC,4,drawn,Other / Unclassified,1,9,9.0,NR,NR
Arkansas,SEC,4,drawn,Pass Interference,1,15,15.0,NR,NR
Arkansas,SEC,5,committed,Holding,4,33,8.25,NR,NR
Arkansas,SEC,5,drawn,Delay of Game,1,5,5.0,NR,NR
Arkansas,SEC,5,drawn,Offside,1,5,5.0,NR,NR
Arkansas,SEC,5,drawn,Other / Unclassified,3,14,4.67,NR,NR
Arkansas,SEC,5,drawn,Pass Interference,2,37,18.5,NR,NR
Arkansas,SEC,7,committed,Holding,3,7,2.33,NR,NR
Arkansas,SEC,7,committed,Personal Foul,3,15,5.0,NR,NR
Arkansas,SEC,7,drawn,Delay of Game,1,4,4.0,NR,NR
Arkansas,SEC,7,drawn,False Start,4,20,5.0,NR,NR
Arkansas,SEC,7,drawn,Illegal Formation,1,12,12.0,NR,NR
Arkansas,SEC,7,drawn,Personal Foul,1,15,15.0,NR,NR
Arkansas,SEC,8,committed,False Start,1,5,5.0,NR,NR
Arkansas,SEC,8,committed,Holding,1,10,10.0,NR,NR
Arkansas,SEC,8,committed,Offside,1,0,0.0,NR,NR
Arkansas,SEC,8,committed,Other / Unclassified,2,17,8.5,NR,NR
Arkansas,SEC,8,committed,Pass Interference,2,32,16.0,NR,NR
Arkansas,SEC,8,drawn,Delay of Game,1,5,5.0,NR,NR
Arkansas,SEC,8,drawn,False Start,1,5,5.0,NR,NR
Arkansas,SEC,8,drawn,Holding,3,62,20.67,NR,NR
Arkansas,SEC,8,drawn,Offside,1,5,5.0,NR,NR
Arkansas,SEC,8,drawn,Other / Unclassified,1,10,10.0,NR,NR
Arkansas,SEC,8,drawn,Roughing the Passer,1,15,15.0,NR,NR
Arkansas,SEC,9,committed,Face Mask,1,2,2.0,NR,NR
Arkansas,SEC,9,committed,False Start,1,5,5.0,NR,NR
Arkansas,SEC,9,committed,Holding,1,4,4.0,NR,NR
Arkansas,SEC,9,committed,Personal Foul,1,49,49.0,NR,NR
Arkansas,SEC,9,drawn,Delay of Game,1,5,5.0,NR,NR
Arkansas,SEC,9,drawn,False Start,1,5,5.0,NR,NR
Arkansas,SEC,9,drawn,Holding,1,7,7.0,NR,NR
Arkansas,SEC,9,drawn,Offside,1,5,5.0,NR,NR
Arkansas,SEC,10,committed,Face Mask,1,43,43.0,NR,NR
Arkansas,SEC,10,committed,Holding,6,86,14.33,NR,NR
Arkansas,SEC,10,committed,Illegal Formation,1,10,10.0,NR,NR
Arkansas,SEC,10,committed,Other / Unclassified,2,0,0.0,NR,NR
Arkansas,SEC,10,committed,Personal Foul,1,67,67.0,NR,NR
Arkansas,SEC,10,committed,Unsportsmanlike Conduct,2,30,15.0,NR,NR
Arkansas,SEC,10,drawn,False Start,2,10,5.0,NR,NR
Arkansas,SEC,10,drawn,Offside,1,45,45.0,NR,NR
Arkansas,SEC,10,drawn,Other / Unclassified,1,5,5.0,NR,NR
Arkansas,SEC,10,drawn,Pass Interference,2,27,13.5,NR,NR
Arkansas,SEC,10,drawn,Roughing the Passer,2,48,24.0,NR,NR
Arkansas,SEC,10,drawn,Targeting,1,5,5.0,NR,NR
Arkansas,SEC,12,committed,Face Mask,1,16,16.0,NR,NR
Arkansas,SEC,12,committed,False Start,1,5,5.0,NR,NR
Arkansas,SEC,12,committed,Holding,1,4,4.0,NR,NR
Arkansas,SEC,12,committed,Offside,2,13,6.5,NR,NR
Arkansas,SEC,12,committed,Other / Unclassified,1,11,11.0,NR,NR
Arkansas,SEC,12,drawn,Face Mask,1,15,15.0,NR,NR
Arkansas,SEC,12,drawn,False Start,2,9,4.5,NR,NR
Arkansas,SEC,12,drawn,Holding,2,20,10.0,NR,NR
Arkansas,SEC,12,drawn,Offside,1,5,5.0,NR,NR
Arkansas,SEC,12,drawn,Pass Interference,2,21,10.5,NR,NR
Arkansas State,Sun Belt,1,committed,False Start,3,0,0.0,NR,NR
Arkansas State,Sun Belt,1,committed,Holding,4,0,0.0,NR,NR
Arkansas State,Sun Belt,1,committed,Other / Unclassified,1,0,0.0,NR,NR
Arkansas State,Sun Belt,1,committed,Pass Interference,3,0,0.0,NR,NR
Arkansas State,Sun Belt,1,committed,Personal Foul,1,0,0.0,NR,NR
Arkansas State,Sun Belt,1,drawn,False Start,1,0,0.0,NR,NR
Arkansas State,Sun Belt,1,drawn,Holding,1,0,0.0,NR,NR
Arkansas State,Sun Belt,1,drawn,Pass Interference,1,0,0.0,NR,NR
Arkansas State,Sun Belt,1,drawn,Personal Foul,1,0,0.0,NR,NR
Arkansas State,Sun Belt,2,committed,False Start,2,10,5.0,NR,NR
Arkansas State,Sun Belt,2,committed,Holding,5,29,5.8,NR,NR
Arkansas State,Sun Belt,2,committed,Other / Unclassified,2,0,0.0,NR,NR
Arkansas State,Sun Belt,2,committed,Pass Interference,3,27,9.0,NR,NR
Arkansas State,Sun Belt,2,committed,Personal Foul,2,36,18.0,NR,NR
Arkansas State,Sun Belt,2,drawn,Illegal Formation,1,6,6.0,NR,NR
Arkansas State,Sun Belt,2,drawn,Illegal Motion,1,9,9.0,NR,NR
Arkansas State,Sun Belt,2,drawn,Pass Interference,1,9,9.0,NR,NR
Arkansas State,Sun Belt,3,committed,False Start,1,0,0.0,NR,NR
Arkansas State,Sun Belt,3,committed,Holding,4,0,0.0,NR,NR
Arkansas State,Sun Belt,3,committed,Illegal Formation,1,5,5.0,NR,NR
Arkansas State,Sun Belt,3,committed,Other / Unclassified,1,7,7.0,NR,NR
Arkansas State,Sun Belt,3,committed,Pass Interference,1,0,0.0,NR,NR
Arkansas State,Sun Belt,3,drawn,Holding,4,0,0.0,NR,NR
Arkansas State,Sun Belt,3,drawn,Pass Interference,1,0,0.0,NR,NR
Arkansas State,Sun Belt,4,committed,False Start,4,0,0.0,NR,NR
Arkansas State,Sun Belt,4,committed,Other / Unclassified,1,0,0.0,NR,NR
Arkansas State,Sun Belt,4,committed,Pass Interference,4,0,0.0,NR,NR
Arkansas State,Sun Belt,4,committed,Personal Foul,2,0,0.0,NR,NR
Arkansas State,Sun Belt,4,committed,Roughing,1,0,0.0,NR,NR
Arkansas State,Sun Belt,4,drawn,Holding,4,0,0.0,NR,NR
Arkansas State,Sun Belt,5,committed,False Start,1,0,0.0,NR,NR
Arkansas State,Sun Belt,5,committed,Holding,2,0,0.0,NR,NR
Arkansas State,Sun Belt,5,committed,Pass Interference,3,0,0.0,NR,NR
Arkansas State,Sun Belt,5,drawn,Delay of Game,1,0,0.0,NR,NR
Arkansas State,Sun Belt,5,drawn,False Start,2,0,0.0,NR,NR
Arkansas State,Sun Belt,5,drawn,Holding,1,0,0.0,NR,NR
Arkansas State,Sun Belt,5,drawn,Unsportsmanlike Conduct,1,0,0.0,NR,NR
Arkansas State,Sun Belt,6,committed,False Start,2,0,0.0,NR,NR
Arkansas State,Sun Belt,6,committed,Holding,1,0,0.0,NR,NR
Arkansas State,Sun Belt,6,committed,Illegal Formation,1,5,5.0,NR,NR
Arkansas State,Sun Belt,6,committed,Pass Interference,1,0,0.0,NR,NR
Arkansas State,Sun Belt,6,committed,Personal Foul,1,0,0.0,NR,NR
Arkansas State,Sun Belt,6,drawn,Face Mask,1,15,15.0,NR,NR
Arkansas State,Sun Belt,6,drawn,False Start,3,0,0.0,NR,NR
Arkansas State,Sun Belt,6,drawn,Holding,5,0,0.0,NR,NR
Arkansas State,Sun Belt,8,committed,False Start,2,0,0.0,NR,NR
Arkansas State,Sun Belt,8,committed,Holding,3,1,0.33,NR,NR
Arkansas State,Sun Belt,8,committed,Pass Interference,1,0,0.0,NR,NR
Arkansas State,Sun Belt,8,committed,Roughing,1,0,0.0,NR,NR
Arkansas State,Sun Belt,8,drawn,Face Mask,1,15,15.0,NR,NR
Arkansas State,Sun Belt,8,drawn,False Start,5,0,0.0,NR,NR
Arkansas State,Sun Belt,8,drawn,Holding,6,0,0.0,NR,NR
Arkansas State,Sun Belt,8,drawn,Other / Unclassified,2,0,0.0,NR,NR
Arkansas State,Sun Belt,8,drawn,Roughing,1,0,0.0,NR,NR
Arkansas State,Sun Belt,8,drawn,Unsportsmanlike Conduct,1,15,15.0,NR,NR
Arkansas State,Sun Belt,9,committed,False Start,2,10,5.0,NR,NR
Arkansas State,Sun Belt,9,committed,Holding,2,49,24.5,NR,NR
Arkansas State,Sun Belt,9,committed,Other / Unclassified,1,4,4.0,NR,NR
Arkansas State,Sun Belt,9,committed,Pass Interference,4,48,12.0,NR,NR
Arkansas State,Sun Belt,9,drawn,Holding,5,87,17.4,NR,NR
Arkansas State,Sun Belt,9,drawn,Offside,1,5,5.0,NR,NR
Arkansas State,Sun Belt,9,drawn,Other / Unclassified,2,41,20.5,NR,NR
Arkansas State,Sun Belt,9,drawn,Personal Foul,1,0,0.0,NR,NR
Arkansas State,Sun Belt,9,drawn,Targeting,1,7,7.0,NR,NR
Arkansas State,Sun Belt,10,committed,False Start,3,15,5.0,NR,NR
Arkansas State,Sun Belt,10,committed,Holding,3,112,37.33,NR,NR
Arkansas State,Sun Belt,10,committed,Illegal Formation,1,37,37.0,NR,NR
Arkansas State,Sun Belt,10,committed,Offside,2,24,12.0,NR,NR
Arkansas State,Sun Belt,10,committed,Other / Unclassified,1,15,15.0,NR,NR
Arkansas State,Sun Belt,10,committed,Pass Interference,2,27,13.5,NR,NR
Arkansas State,Sun Belt,10,committed,Personal Foul,1,15,15.0,NR,NR
Arkansas State,Sun Belt,10,drawn,Holding,1,0,0.0,NR,NR
Arkansas State,Sun Belt,10,drawn,Personal Foul,1,40,40.0,NR,NR
Arkansas State,Sun Belt,11,committed,False Start,2,10,5.0,NR,NR
Arkansas State,Sun Belt,11,committed,Holding,1,10,10.0,NR,NR
Arkansas State,Sun Belt,11,committed,Other / Unclassified,1,4,4.0,NR,NR
Arkansas State,Sun Belt,11,committed,Pass Interference,1,15,15.0,NR,NR
Arkansas State,Sun Belt,11,drawn,Delay of Game,2,10,5.0,NR,NR
Arkansas State,Sun Belt,11,drawn,False Start,2,10,5.0,NR,NR
Arkansas State,Sun Belt,11,drawn,Holding,3,9,3.0,NR,NR
Arkansas State,Sun Belt,11,drawn,Other / Unclassified,1,5,5.0,NR,NR
Army,American Athletic,1,committed,False Start,1,5,5.0,NR,NR
Army,American Athletic,1,committed,Holding,1,10,10.0,NR,NR
Army,American Athletic,1,committed,Other / Unclassified,2,13,6.5,NR,NR
Army,American Athletic,1,committed,Pass Interference,2,23,11.5,NR,NR
Army,American Athletic,1,drawn,False Start,3,15,5.0,NR,NR
Army,American Athletic,1,drawn,Holding,5,57,11.4,NR,NR
Army,American Athletic,1,drawn,Offside,1,4,4.0,NR,NR
Army,American Athletic,1,drawn,Other / Unclassified,1,0,0.0,NR,NR
Army,American Athletic,2,committed,False Start,2,0,0.0,NR,NR
Army,American Athletic,2,drawn,Holding,1,0,0.0,NR,NR
Army,American Athletic,2,drawn,Illegal Formation,1,7,7.0,NR,NR
Army,American Athletic,4,committed,Offside,1,5,5.0,NR,NR
Army,American Athletic,4,drawn,False Start,3,15,5.0,NR,NR
Army,American Athletic,4,drawn,Holding,3,15,5.0,NR,NR
Army,American Athletic,5,committed,Other / Unclassified,1,25,25.0,NR,NR
Army,American Athletic,5,drawn,Delay of Game,1,5,5.0,NR,NR
Army,American Athletic,5,drawn,Holding,2,9,4.5,NR,NR
Army,American Athletic,6,committed,False Start,3,15,5.0,NR,NR
Army,American Athletic,6,committed,Holding,2,10,5.0,NR,NR
Army,American Athletic,6,committed,Offside,1,2,2.0,NR,NR
Army,American Athletic,6,committed,Other / Unclassified,3,70,23.33,NR,NR
Army,American Athletic,6,committed,Personal Foul,1,14,14.0,NR,NR
Army,American Athletic,6,drawn,False Start,5,25,5.0,NR,NR
Army,American Athletic,6,drawn,Holding,3,24,8.0,NR,NR
Army,American Athletic,6,drawn,Other / Unclassified,1,5,5.0,NR,NR
Army,American Athletic,7,committed,Face Mask,2,30,15.0,NR,NR
Army,American Athletic,7,committed,Holding,1,0,0.0,NR,NR
Army,American Athletic,7,drawn,False Start,1,5,5.0,NR,NR
Army,American Athletic,8,committed,False Start,1,5,5.0,NR,NR
Army,American Athletic,8,committed,Holding,1,10,10.0,NR,NR
Army,American Athletic,8,committed,Offside,1,0,0.0,NR,NR
Army,American Athletic,8,committed,Other / Unclassified,1,0,0.0,NR,NR
Army,American Athletic,8,committed,Pass Interference,1,15,15.0,NR,NR
Army,American Athletic,8,drawn,Holding,2,20,10.0,NR,NR
Army,American Athletic,8,drawn,Illegal Motion,1,0,0.0,NR,NR
Army,American Athletic,10,committed,Illegal Formation,1,16,16.0,NR,NR
Army,American Athletic,10,committed,Pass Interference,1,15,15.0,NR,NR
Army,American Athletic,10,committed,Personal Foul,1,6,6.0,NR,NR
Army,American Athletic,10,drawn,Illegal Formation,1,2,2.0,NR,NR
Army,American Athletic,10,drawn,Pass Interference,1,15,15.0,NR,NR
Army,American Athletic,10,drawn,Roughing the Passer,1,13,13.0,NR,NR
Army,American Athletic,11,committed,False Start,1,0,0.0,NR,NR
Army,American Athletic,11,committed,Holding,1,6,6.0,NR,NR
Army,American Athletic,11,committed,Offside,2,5,2.5,NR,NR
Army,American Athletic,11,committed,Other / Unclassified,2,71,35.5,NR,NR
Army,American Athletic,11,committed,Pass Interference,1,15,15.0,NR,NR
Army,American Athletic,11,drawn,False Start,1,5,5.0,NR,NR
Auburn,SEC,1,committed,False Start,2,10,5.0,NR,NR
Auburn,SEC,1,committed,Holding,2,0,0.0,NR,NR
Auburn,SEC,1,committed,Illegal Formation,1,39,39.0,NR,NR
Auburn,SEC,1,drawn,False Start,1,5,5.0,NR,NR
Auburn,SEC,1,drawn,Holding,7,61,8.71,NR,NR
Auburn,SEC,1,drawn,Pass Interference,2,23,11.5,NR,NR
Auburn,SEC,2,committed,False Start,1,5,5.0,NR,NR
Auburn,SEC,2,committed,Holding,3,29,9.67,NR,NR
Auburn,SEC,2,committed,Other / Unclassified,1,5,5.0,NR,NR
Auburn,SEC,2,committed,Roughing the Passer,1,15,15.0,NR,NR
Auburn,SEC,2,drawn,Delay of Game,3,15,5.0,NR,NR
Auburn,SEC,2,drawn,Face Mask,1,8,8.0,NR,NR
Auburn,SEC,2,drawn,False Start,1,5,5.0,NR,NR
Auburn,SEC,2,drawn,Offside,1,5,5.0,NR,NR
Auburn,SEC,2,drawn,Pass Interference,1,5,5.0,NR,NR
Auburn,SEC,2,drawn,Personal Foul,1,1,1.0,NR,NR
Auburn,SEC,3,committed,Holding,1,9,9.0,NR,NR
Auburn,SEC,3,committed,Other / Unclassified,1,0,0.0,NR,NR
Auburn,SEC,3,committed,Pass Interference,1,0,0.0,NR,NR
Auburn,SEC,3,drawn,False Start,2,10,5.0,NR,NR
Auburn,SEC,3,drawn,Holding,1,10,10.0,NR,NR
Auburn,SEC,3,drawn,Illegal Formation,2,4,2.0,NR,NR
Auburn,SEC,3,drawn,Offside,1,5,5.0,NR,NR
Auburn,SEC,3,drawn,Pass Interference,2,15,7.5,NR,NR
Auburn,SEC,3,drawn,Personal Foul,1,0,0.0,NR,NR
Auburn,SEC,4,committed,Delay of Game,2,10,5.0,NR,NR
Auburn,SEC,4,committed,Face Mask,1,10,10.0,NR,NR
Auburn,SEC,4,committed,False Start,6,0,0.0,NR,NR
Auburn,SEC,4,committed,Holding,2,0,0.0,NR,NR
Auburn,SEC,4,committed,Other / Unclassified,2,1,0.5,NR,NR
Auburn,SEC,4,committed,Pass Interference,2,0,0.0,NR,NR
Auburn,SEC,4,drawn,Delay of Game,1,5,5.0,NR,NR
Auburn,SEC,4,drawn,False Start,1,0,0.0,NR,NR
Auburn,SEC,4,drawn,Holding,2,0,0.0,NR,NR
Auburn,SEC,4,drawn,Other / Unclassified,2,15,7.5,NR,NR
Auburn,SEC,4,drawn,Pass Interference,1,0,0.0,NR,NR
Auburn,SEC,5,committed,False Start,4,0,0.0,NR,NR
Auburn,SEC,5,committed,Holding,5,0,0.0,NR,NR
Auburn,SEC,5,committed,Other / Unclassified,1,0,0.0,NR,NR
Auburn,SEC,5,committed,Personal Foul,1,0,0.0,NR,NR
Auburn,SEC,5,drawn,False Start,1,0,0.0,NR,NR
Auburn,SEC,5,drawn,Holding,4,0,0.0,NR,NR
Auburn,SEC,5,drawn,Other / Unclassified,2,20,10.0,NR,NR
Auburn,SEC,5,drawn,Pass Interference,2,0,0.0,NR,NR
Auburn,SEC,5,drawn,Unsportsmanlike Conduct,2,0,0.0,NR,NR
Auburn,SEC,7,committed,Delay of Game,1,0,0.0,NR,NR
Auburn,SEC,7,committed,False Start,1,0,0.0,NR,NR
Auburn,SEC,7,committed,Holding,3,9,3.0,NR,NR
Auburn,SEC,7,committed,Illegal Formation,1,0,0.0,NR,NR
Auburn,SEC,7,committed,Pass Interference,2,20,10.0,NR,NR
Auburn,SEC,7,drawn,Delay of Game,1,0,0.0,NR,NR
Auburn,SEC,7,drawn,Holding,2,17,8.5,NR,NR
Auburn,SEC,7,drawn,Offside,1,1,1.0,NR,NR
Auburn,SEC,7,drawn,Pass Interference,1,10,10.0,NR,NR
Auburn,SEC,7,drawn,Personal Foul,3,0,0.0,NR,NR
Auburn,SEC,7,drawn,Roughing,1,15,15.0,NR,NR
Auburn,SEC,8,committed,False Start,1,5,5.0,NR,NR
Auburn,SEC,8,committed,Offside,1,0,0.0,NR,NR
Auburn,SEC,8,committed,Pass Interference,1,15,15.0,NR,NR
Auburn,SEC,8,committed,Personal Foul,1,0,0.0,NR,NR
Auburn,SEC,8,committed,Roughing the Passer,1,0,0.0,NR,NR
Auburn,SEC,8,drawn,False Start,1,5,5.0,NR,NR
Auburn,SEC,8,drawn,Offside,1,5,5.0,NR,NR
Auburn,SEC,8,drawn,Other / Unclassified,2,15,7.5,NR,NR
Auburn,SEC,8,drawn,Pass Interference,1,15,15.0,NR,NR
Auburn,SEC,9,committed,Delay of Game,1,5,5.0,NR,NR
Auburn,SEC,9,committed,False Start,1,5,5.0,NR,NR
